"user_id","age","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","total_clicks","total_nights","total_rooms","avg_hotel_per_room_usd","avg_base_fare_usd","session_count","avg_session_duration_in_seconds","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","con_rate_flights","con_rate_hotels","con_rate_combined","total_return_flight_booked","age_bucket","family_status","activity_level","cancellation_behavior","discount_usage_behavior","booking_type_preference","interaction_duration","loyalty_level","hotel_price_category","flight_fare_category","total_trips","total_flight_booked","total_hotel_booked","total_seats","money_spent_hotel","money_spent_filght","money_spent_booking","total_time_before_trip","miles_flown"
"547613","41","F","false","false","usa","phoenix","LUF","33.535","-112.383","2023-01-23","112","13","3","110.33","493.61","8","104","0","1","0","0.05","","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","3","3","1133","1480.84","2613.84","19","8584.92"
"547617","54","F","true","false","usa","charlotte","CLT","35.214","-80.943","2023-01-23","161","8","1","125.00","338.57","9","133","0","3","1","0.10","0.35","0.22","0.11","0.33","2","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","1","2","1000","677.13","1677.13","21","3834.41"
"547663","44","F","false","false","canada","london","YXU","43.036","-81.154","2023-01-23","162","7","2","149.50","659.32","8","153","0","0","1","","0.10","0.25","0.25","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","1044.3","1318.64","2362.94","12","6572.48"
"547664","41","F","false","false","canada","winnipeg","YAV","50.056","-97.032","2023-01-23","104","3","2","58.00","388.34","8","95","0","0","1","","0.10","0.50","0.25","0.75","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","4","8","2","5","152","1553.35","1705.35","24","6861.77"
"547693","43","M","false","true","usa","bakersfield","BFL","35.433","-119.057","2023-01-23","129","32","2","160.00","3718.90","8","371","1","3","2","0.10","0.20","0.25","0.25","0.50","2","36-50","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Mid-Range","Luxury","","","","","","","","",""
"547761","49","F","false","false","usa","las vegas","LAS","36.08","-115.152","2023-01-23","107","10","2","100.50","451.08","8","99","0","4","1","0.11","0.10","0.25","0.25","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Unknown","Mid-Range","2","4","2","2","783","885.8785","1668.8785","11","5294.73"
"547776","44","F","false","false","usa","fort worth","FTW","32.82","-97.362","2023-01-23","124","7","4","199.33","409.76","8","116","0","1","3","0.10","0.13","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","1794.35","1229.28","3023.63","26","5985.64"
"547779","42","F","true","true","usa","los angeles","LAX","33.942","-118.408","2023-01-23","105","13","4","163.33","411.84","8","98","0","2","0","0.18","","0.38","0.38","0.75","3","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","2866","1173.745","4039.745","19","4739.01"
"547792","39","F","false","true","usa","seattle","BFI","47.53","-122.302","2023-01-23","117","14","4","165.33","642.56","8","109","0","2","1","0.13","0.10","0.50","0.38","0.88","4","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","3","6","2350","2436.414","4786.414","22","9797.09"
"547817","27","F","false","false","usa","newport news","PHF","37.132","-76.493","2023-01-23","99","24","4","217.33","218.66","8","93","0","1","2","0.05","0.10","0.13","0.38","0.50","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","2","3","1","8326","218.66","8544.66","9","1199.96"
"547823","56","F","true","false","usa","reno","RNO","39.498","-119.768","2023-01-23","115","24","5","148.00","512.20","8","106","0","0","2","","0.10","0.50","0.63","1.13","4","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","5","4","3579","2048.81","5627.81","29","11468.40"
"547825","22","F","false","false","usa","colorado springs","COS","38.806","-104.7","2023-01-23","129","12","2","121.00","501.62","8","121","0","0","1","","0.10","0.13","0.25","0.38","1","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","1480.3","501.62","1981.92","7","2687.08"
"547834","26","F","false","false","usa","providence","PVD","41.724","-71.428","2023-01-23","93","","","","","8","85","0","3","1","0.22","0.05","0.00","0.00","0.00","0","26-35","Single With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"547836","48","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-23","140","15","2","119.00","699.55","8","129","0","2","0","0.15","","0.25","0.25","0.50","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","2","2","2401","1399.09","3800.09","16","7949.93"
"547857","65","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-23","95","2","1","218.00","605.20","9","80","0","0","2","","0.08","0.11","0.11","0.22","1","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","1","436","605.2","1041.2","9","3838.58"
"547862","47","M","true","true","usa","houston","EFD","29.607","-95.159","2023-01-23","142","19","4","199.25","162.66","8","132","0","2","0","0.28","","0.38","0.50","0.88","3","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Budget","4","6","4","3","3819","487.98","4306.98","19","2945.75"
"547878","26","F","false","false","usa","santa ana","SNA","33.676","-117.868","2023-01-23","148","22","5","151.50","1904.91","8","350","1","3","4","0.15","0.15","0.25","0.50","0.75","2","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Luxury","2","0","2","","2290.0","","","",""
"547911","40","F","false","true","usa","san francisco","SFO","37.619","-122.375","2023-01-23","106","3","2","110.50","500.65","8","98","0","1","0","0.35","","0.25","0.25","0.50","2","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","344","1001.29","1345.29","17","5948.49"
"547938","26","M","false","true","usa","st. louis","STL","38.748","-90.36","2023-01-23","105","","","","1867.87","8","97","0","0","2","","0.10","0.13","0.00","0.13","1","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Flight Only","Short Sessions","Infrequent Traveler","Unknown","Luxury","1","2","0","1","","1867.87","","251","18376.08"
"547951","51","M","false","false","usa","minneapolis","MSP","44.88","-93.217","2023-01-23","140","6","6","191.75","403.45","8","130","0","2","1","0.13","0.20","0.50","0.50","1.00","3","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","7","4","6","1130.0","1510.602","2640.602","39","6332.78"
"547966","44","F","true","true","usa","wichita","ICT","37.65","-97.433","2023-01-23","118","18","3","227.00","335.13","8","109","0","2","1","0.15","0.10","0.13","0.25","0.38","1","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","2","6011","335.13","6346.13","6","916.44"
"547997","59","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-23","115","","","","327.48","8","108","0","0","1","","0.15","0.13","0.00","0.13","1","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Flight Only","Short Sessions","Infrequent Traveler","Unknown","Mid-Range","1","2","0","1","","327.48","","7","1945.42"
"548006","37","F","false","false","usa","dallas","DAL","32.847","-96.852","2023-01-23","98","3","2","110.00","376.29","8","91","0","2","1","0.10","0.05","0.25","0.25","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","378","673.1685","1051.1685","13","4411.39"
"548022","47","F","true","false","usa","san antonio","SAT","29.534","-98.47","2023-01-23","182","22","4","147.00","355.88","8","169","0","2","1","0.15","0.10","0.50","0.50","1.00","4","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","4","3330","1395.094","4725.094","27","8283.77"
"548032","42","F","false","false","usa","chicago","ORD","41.979","-87.904","2023-01-23","169","3","4","191.00","369.98","8","156","0","0","0","","","0.38","0.25","0.63","3","36-50","Single With No Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","5","1322","1109.93","2431.93","20","4886.70"
"548037","49","F","true","false","usa","new york","JFK","40.64","-73.779","2023-01-23","119","4","2","202.00","576.97","8","110","0","0","0","","","0.25","0.25","0.50","2","36-50","Married With No Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","662","1153.94","1815.94","13","6487.31"
"548040","38","F","true","false","usa","portland","PDX","45.589","-122.597","2023-01-23","103","4","4","212.00","613.94","8","96","0","0","1","","0.05","0.38","0.38","0.75","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","1036","1841.81","2877.81","15","8673.12"
"548093","22","F","false","false","usa","charlotte","CLT","35.214","-80.943","2023-01-23","129","6","2","99.00","","8","120","0","1","1","0.30","0.05","0.00","0.13","0.13","0","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Budget","Unknown","1","0","1","","1188","","","",""
"548109","40","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-23","132","8","5","140.75","657.02","8","122","0","0","1","","0.25","0.63","0.50","1.13","5","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","4","6","1324","3285.11","4609.11","37","13726.04"
"548113","39","F","false","false","usa","houston","EFD","29.607","-95.159","2023-01-23","166","11","3","88.67","336.81","8","154","0","3","0","0.08","","0.50","0.38","0.88","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","4","8","3","4","928","1308.584","2236.584","38","7955.53"
"548120","48","F","false","false","usa","tampa","MCF","27.849","-82.521","2023-01-23","135","2","2","161.50","334.02","9","110","0","3","1","0.18","0.10","0.33","0.22","0.56","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","3","317.1","939.494","1256.594","15","5864.79"
"548123","48","M","true","true","canada","edmonton","YEG","53.31","-113.58","2023-01-23","64","","","","","8","60","0","1","0","0.20","","0.00","0.00","0.00","0","36-50","Married With Children","Medium Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"548185","27","F","false","false","usa","long beach","LGB","33.818","-118.151","2023-01-23","110","16","3","130.50","","9","91","0","1","0","0.20","","0.00","0.22","0.22","0","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","2","0","2","","2916","","","",""
"548189","30","F","false","false","canada","montreal","YUL","45.468","-73.741","2023-01-23","232","14","7","174.33","243.46","8","546","1","4","3","0.15","0.08","0.38","0.50","0.88","3","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","2","3","3","4467.40","261.0695","4728.4695","5","536.83"
"548190","35","F","true","false","usa","corpus christi","CRP","27.77","-97.501","2023-01-23","133","18","3","159.33","432.10","8","124","0","1","2","0.05","0.05","0.25","0.38","0.63","2","26-35","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","3179.75","864.20","4043.95","16","4980.66"
"548193","18","F","false","true","usa","denver","DEN","39.858","-104.667","2023-01-23","255","","","","467.59","8","799","1","3","1","0.20","","0.38","0.13","0.50","3","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Unknown","Mid-Range","1","2","0","1","","283.93","","8","1399.22"
"548222","53","F","true","true","canada","calgary","YYC","51.114","-114.02","2023-01-23","135","16","3","202.67","2052.78","8","126","0","4","1","0.10","0.10","0.38","0.38","0.75","3","50+","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Luxury","4","6","3","6","3464","6155.8360","9619.8360","292","12184.59"
"548228","67","F","true","false","canada","calgary","YYC","51.114","-114.02","2023-01-23","81","10","1","109.00","","8","75","0","1","3","0.15","0.13","0.00","0.13","0.13","0","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","1","0","1","","1090","","","",""
"548230","59","F","true","false","usa","akron","AKR","41.038","-81.467","2023-01-23","94","20","4","229.00","79.23","8","88","0","1","2","0.10","0.10","0.13","0.38","0.50","1","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","3","2","3","1","5130.25","79.23","5209.48","5","430.67"
"548256","42","F","true","true","usa","cleveland","CLE","41.412","-81.85","2023-01-23","117","9","3","208.00","281.48","8","107","0","0","0","","","0.38","0.38","0.75","3","36-50","Married With Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","3","3","1570","844.44","2414.44","21","4946.08"
"548258","45","M","false","false","usa","louisville","LOU","38.228","-85.664","2023-01-23","220","13","6","201.67","302.10","9","181","0","1","1","0.25","0.05","0.67","0.67","1.33","6","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","12","6","6","2452.40","1747.080","4199.480","52","10474.91"
"548272","43","F","true","true","usa","chicago","MDW","41.786","-87.752","2023-01-23","156","18","3","300.67","227.59","8","143","0","1","1","0.15","0.35","0.38","0.38","0.75","2","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Luxury","Mid-Range","3","5","3","3","5715","640.2940","6355.2940","26","4499.34"
"548307","51","F","true","true","usa","denver","DEN","39.858","-104.667","2023-01-23","104","10","2","77.00","370.60","8","97","0","1","0","0.15","","0.25","0.25","0.50","2","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","4","2","2","770","741.20","1511.20","16","3967.57"
"548310","32","F","false","false","usa","memphis","MEM","35.042","-89.977","2023-01-23","168","1","2","149.00","315.31","8","156","0","0","1","","0.05","0.13","0.13","0.25","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","2","298","315.31","613.31","5","1600.61"
"548391","57","F","true","true","canada","toronto","YKZ","43.862","-79.37","2023-01-23","166","2","1","253.00","363.18","8","154","0","1","2","0.20","0.10","0.13","0.13","0.25","1","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","1","506","363.18","869.18","4","2076.44"
"548408","36","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-23","175","19","7","140.80","381.87","8","162","0","1","2","0.10","0.10","0.63","0.63","1.25","5","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","7","3701.75","1903.616","5605.366","42","9556.96"
"548422","39","F","true","false","usa","tulsa","TUL","36.198","-95.888","2023-01-23","228","15","6","114.50","338.33","8","279","1","2","1","0.25","","0.75","0.75","1.50","6","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","4","2690","1540.08","4230.08","29","9256.08"
"548434","43","F","true","false","usa","indianapolis","IND","39.717","-86.294","2023-01-23","106","7","4","348.00","435.63","9","88","0","1","2","0.05","0.13","0.22","0.22","0.44","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Mid-Range","3","4","2","4","4719.6","838.2375","5557.8375","14","2173.92"
"548448","64","F","false","false","usa","sacramento","SAC","38.513","-121.493","2023-01-23","78","28","3","316.33","582.82","8","73","0","1","0","0.20","","0.13","0.38","0.50","1","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Mid-Range","3","2","3","1","8465","582.82","9047.82","8","3576.21"
"548474","33","F","true","true","usa","anchorage","ANC","61.174","-149.996","2023-01-23","127","14","2","234.50","689.31","8","119","0","2","1","0.13","0.10","0.13","0.25","0.38","1","26-35","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","2","2","1","3529","689.31","4218.31","7","3469.43"
"548488","37","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-23","118","5","4","156.33","300.82","8","109","0","1","0","0.30","","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","1042","902.46","1944.46","27","4858.43"
"548490","54","F","true","true","usa","el paso","BIF","31.849","-106.38","2023-01-23","90","7","2","133.00","172.04","8","84","0","1","1","0.20","0.05","0.25","0.25","0.50","2","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","2","4","2","2","1221","307.564","1528.564","16","1811.85"
"548504","38","F","false","false","usa","houston","IAH","29.98","-95.34","2023-01-23","167","11","6","240.40","354.16","8","156","0","0","0","","","0.88","0.63","1.50","7","36-50","Single With No Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","7","14","5","8","2572","2479.13","5051.13","261","13978.48"
"548560","46","F","true","true","usa","laredo","LRD","27.544","-99.461","2023-01-23","129","3","1","157.00","446.45","8","120","0","1","1","0.20","0.20","0.13","0.13","0.25","1","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","1","471","446.45","917.45","11","2920.82"
"548568","56","F","true","true","usa","philadelphia","PHL","39.872","-75.241","2023-01-23","112","9","7","331.25","419.90","9","92","0","2","1","0.10","0.10","0.44","0.44","0.89","4","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Luxury","Mid-Range","4","8","4","7","5628","1679.59","7307.59","35","7185.45"
"548587","35","F","false","false","usa","sacramento","SMF","38.695","-121.591","2023-01-23","121","9","2","302.50","447.84","8","114","0","1","0","0.10","","0.25","0.25","0.50","2","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Mid-Range","2","4","2","2","2105","895.68","3000.68","15","5139.32"
"548635","42","F","true","true","usa","houston","EFD","29.607","-95.159","2023-01-23","99","7","5","192.75","391.44","8","91","0","1","1","0.10","0.05","0.50","0.50","1.00","4","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","5","1910","1565.74","3475.74","25","5893.66"
"548651","44","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2023-01-23","168","8","6","112.00","369.97","8","156","0","3","2","0.15","0.08","0.63","0.50","1.13","5","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","4","7","1536.6","1723.3895","3259.9895","29","8352.71"
"548653","43","F","true","true","usa","jacksonville","JAX","30.494","-81.688","2023-01-23","158","13","7","223.40","649.74","8","147","0","1","2","0.30","0.05","0.63","0.63","1.25","5","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","7","4419.65","3248.70","7668.35","30","11466.26"
"548672","42","M","false","false","usa","chicago","ORD","41.979","-87.904","2023-01-23","206","5","5","210.25","323.45","8","191","0","1","2","0.15","0.15","0.50","0.50","1.00","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","7","4","5","1331.00","1293.78","2624.78","30","6713.80"
"548708","39","M","true","false","usa","cleveland","CLE","41.412","-81.85","2023-01-23","155","18","4","282.67","227.01","8","144","0","1","2","0.15","0.25","0.25","0.38","0.63","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","6009.50","454.02","6463.52","9","2577.77"
"548743","27","F","true","false","canada","winnipeg","YWG","49.91","-97.234","2023-01-23","154","4","2","164.50","376.89","9","127","0","2","2","0.10","0.20","0.11","0.22","0.33","1","26-35","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","477.75","376.89","854.64","8","1970.68"
"548853","54","F","true","false","canada","quebec","YQB","46.788","-71.398","2023-01-23","88","6","2","259.00","580.49","8","80","0","2","0","0.15","","0.25","0.25","0.50","2","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","2","4","1554","1107.4265","2661.4265","10","2478.04"
"548859","48","F","true","false","usa","new york","JFK","40.64","-73.779","2023-01-23","245","9","3","211.00","216.07","8","227","0","1","2","0.10","0.08","0.38","0.38","0.75","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","2058.7","648.21","2706.91","23","4331.97"
"548872","20","F","false","true","usa","chicago","MDW","41.786","-87.752","2023-01-23","162","4","1","166.00","","8","152","0","3","3","0.10","0.13","0.00","0.13","0.13","0","17-25","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","1","0","1","","664","","","",""
"548961","40","F","false","true","usa","san antonio","RND","29.529","-98.279","2023-01-23","410","11","2","213.50","207.25","8","1145","1","3","1","0.15","","0.50","0.38","0.88","4","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","4","2","2","2695","547.602","3242.602","13","3234.03"
"548967","39","F","false","false","canada","toronto","YTZ","43.627","-79.396","2023-01-23","156","28","7","154.17","267.01","9","129","0","0","1","","0.05","0.67","0.67","1.33","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","10","6","7","6223","1602.05","7825.05","56","8797.53"
"548978","37","F","true","false","canada","gatineau","YND","45.521","-75.564","2023-01-23","141","31","6","151.25","780.46","8","131","0","2","2","0.08","0.15","0.13","0.50","0.63","1","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","4","2","4","1","8493.2","780.46","9273.66","10","3751.37"
"548988","49","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-23","109","11","5","122.50","355.62","8","101","0","2","2","0.20","0.08","0.38","0.50","0.88","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","5","4","3","1643.50","1006.354","2649.854","26","7359.27"
"548990","33","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-23","106","8","2","58.50","687.54","8","99","0","1","2","0.30","0.13","0.13","0.25","0.38","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","2","2","1","434.40","687.54","1121.94","5","4183.68"
"549058","30","F","true","false","canada","toronto","YKZ","43.862","-79.37","2023-01-23","91","16","2","394.50","2298.37","8","86","0","2","2","0.13","0.13","0.25","0.25","0.50","2","26-35","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Luxury","2","4","2","3","3812","4536.3860","8348.3860","370","17726.91"
"549115","34","F","false","true","canada","victoria","YYJ","48.647","-123.426","2023-01-24","62","12","1","349.00","263.86","8","58","0","0","0","","","0.13","0.13","0.25","1","26-35","Single With Children","Medium Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Luxury","Mid-Range","1","2","1","1","4188","263.86","4451.86","252","1523.82"
"549116","44","F","true","true","usa","columbus","LCK","39.814","-82.928","2023-01-24","136","15","4","212.67","200.22","8","128","0","1","1","0.15","0.15","0.38","0.38","0.75","3","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Unknown","3","6","3","4","6773","600.65","7373.65","14","2619.86"
"549121","74","F","false","false","usa","san antonio","SKF","29.384","-98.581","2023-01-24","274","13","5","124.00","227.99","8","605","1","3","1","0.25","","0.25","0.38","0.63","1","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Mid-Range","Mid-Range","1","2","1","1","462","227.99","689.99","6","1414.65"
